"Nr. Ctr.","Adresa","Nr","Sector","Anul construirii","Regimul de inaltime","Numar de apartamente","Anul Elaborarii Expertizei Tehnice","Expertul tehnic atestat pentru cerinta esentiala de calitate-rezistenta mecanica si stabilitate - M.D.L.P.A.","Ultima incadrare in clasa de risc","Incadrari anterioare in clasa de risc","Observatii"
"861","Splaiul UNIRII (imobil birouri si servicii STEILMANN VESTICO S.R.L.)","76","Sector 4","1971","S+P+Mz+8E","0","2018","Dan POPESCU","4.Clasa de risc seismic RsIV.",,"Incadrare in clasa de risc seismic in anul 2018 AC nr. 28.S/1999 AC nr.214/2000 PVRTL nr.1/2003"
"862","Strada VALERIU BRANISTE","54÷56 (corp A+B)","Sector 3","1969","S+P+4E; S+P+4E","20; 30","1997","Alexandru HRISTOFOROV","4.Clasa de risc seismic RsIV.",,
"863","Bulevardul AVIATORILOR","65 (corp A)","Sector 1","1933","S+P+2E+Ma","4","1997","Radu AGENT","5.CONSOLIDATE",,"AC nr.635/1095408/2012 PVRTL nr.1227603/2014"
"864","Strada BANIEI (fosta Strada SFANTUL GHEORGHE NOU)","5","Sector 3","1920","S+P+2E+Ma","0","1993","Mihai PERJESCU","5.CONSOLIDATE",,"AC nr.40/1026788/2012 PVRLT nr.3/2014"
"865","Strada BARATIEI","35","Sector 3","1880","S+P+1E+Pod","2","1993","Laurentiu SPOIALA","5.CONSOLIDATE",,"AC nr.510/2005 PVRTL nr.361/2006"
"866","Strada BARBU MUMULEANU","11","Sector 2","1934","Ds+P+2E+Ma","5","1996","ing. Mihai URSACHESCU","5.CONSOLIDATE",,"PVRTL nr.65177/2009"
"867","Strada BERZEI","12 (corp C2 fost corp B)","Sector 1","1910 2016","Sp+Dsp+Pp+1E","4","1993","Mircea PERJESCU","5.CONSOLIDATE",,"AC nr.421/985688/1066878/2012 + nr.45/1211611/2014; PVRTL nr.1/2016"
"868","Strada BLANARI (colT cu Strada LIPSCANI)","21 (43)","Sector 3","1880","S+P+1E+Ma","0","2009","Dan POPESCU","5.CONSOLIDATE",,"AC nr.72/862804/2009 PVRTL nr.958521/2010"
"869","Strada BUSOLEI","10","Sector 2","1900","Dp+P+2E+1Eretras","6","1993","Constantin DALBAN","5.CONSOLIDATE",,"AC nr.740/54B/2013 AC nr.751/55B/2013 PVRTLnr.23005/2015"
"870","Strada C. A. ROSETTI","25","Sector 2","1933","S+P+8E","36","1993","Silvia CARAMAN; DRAGOS BADEA","5.CONSOLIDATE",,"PVRTL nr.438/2007"
"871","Strada C. A. ROSETTI","44","Sector 2","1933","S+P+3E+Ma","10","1993","Adina SIMION","5.CONSOLIDATE",,"PVRTL nr.7875/2004"
"872","Bulevardul CAROL I","17","Sector 2",,"S+P+3E","-",,,"5.CONSOLIDATE",,"AC nr.977/112C/2004; PVRTL nr.3632/142078/2006"
"873","Strada CHINDIEI","4","Sector 4","1931","S+P+2E+Ma","3","1996","Corneliu MUDRACENCU","5.CONSOLIDATE",,"A.C. nr.399/1559056/2017; P.V.R.T.L. nr.1/2019"
"874","Strada COLTEI","44","Sector 3","1908","S+P+2E+Ma","17","1993","Mircea MIRONESCU","5.CONSOLIDATE",,"AC nr.55/782742/2008 PVRTL nr.867900/2009"
"875","Strada COLTEI (colT cu Strada NICOLAE MAVROGHENI)","16 (13)","Sector 3","1930; 1880","S+P+1E; S+P+1E+Ma","0","1993","Mihai URSACHESCU; Laurentiu SPOIALA","5.CONSOLIDATE",,"AC nr.475/1244582/2014. PVR nr.40/2014"
"876","Strada CORNELIA","28","Sector 4","1930","S+P+1E+Mp","1","1993","Eugeniu IORDACHESCU","5.CONSOLIDATE",,"AC nr. 298/1510986/2017 PVRTL nr.1/2019"
"877","Strada COVACI","1","Sector 3","1880","S+P+1E+Ma","5","1993","Ioan VARSA","5.CONSOLIDATE",,"PVRTL 2009"
"878","Strada COVACI","6","Sector 3","1860","S+P+1E+Ma","0","1993","Emil COROIU","5.CONSOLIDATE",,"AC nr.44C/2001 PVRTL nr.494805/2005"
"879","Strada COVACI","19","Sector 3","1910","S+P+1E+Ma","0","1993","Mircea NEICU","5.CONSOLIDATE",,"AC nr.919/2009 PVRF nr.394/2011"
"880","Strada COVACI","23","Sector 3","1891","Sp+P+2E+Pod","2","1993","Emil COROIU","5.CONSOLIDATE",,"A.C. nr.401/1443720/2016 P.V.R.T.L. nr.1/2019"
"881","Strada COVACI (CAFENEAUA VECHE)","16","Sector 3","1900","S+P+Ma","0","2011","Mircea MIRONESCU","5.CONSOLIDATE",,"AC nr.426/1007196/2011 PVRTL nr.1094/2011"
"882","Strada D. I. MENDELEEV","2","Sector 1","1928","S+P+4E+Ma","0","1993","Eugeniu IORDACHESCU","5.CONSOLIDATE",,"AC nr.762/1099100/2012 PVRTL nr.1181592/2013"
"883","Bulevardul DACIA","85","Sector 2","1935","S+P+5E","11","2001","Adina SIMION","5.CONSOLIDATE",,"AC nr.530/2011 PVRTL nr.2178/2016"
"884","Calea FLOREASCA","112","Sector 1","1938","S+P+2E+Ma+Pod","5","1994","Adina SIMION","5.CONSOLIDATE",,"AC nr.425/16/F/14972/2013 PVRTL nr.28/2014"
"885","Strada FRANCEZA","11","Sector 3","1885","S+P+1E","0","1993","Valter BOGDAN","5.CONSOLIDATE",,"AC nr.712/1270235/2014 PVRTL nr.576/2016"
"886","Strada FRANCEZA","22","Sector 3","1900","P+4E+Ma","0","1993","Voicu DORDEA","5.CONSOLIDATE",,"AC nr.25M/1996 si nr.13F/1999 PVRTL nr.1/1999"
"887","Strada FRANCEZA","38÷42","Sector 3","1870","S+P+2E+Ma S+P+1E+ Pod","5","1993","Laurentiu SPOIALA","5.CONSOLIDATE",,"AC nr.45/758741/2008 AC nr.21/1119794/2013 PVR nr.23/2014"
"888","Strada FRANCEZA","54","Sector 3","1770","Sp+P+1E+Pod","0","2012","Constantin PAVEL","5.CONSOLIDATE",,"AC nr.53/1205036/2014 PVRTL nr.1/2016"
"889","Strada FRANCEZA","60","Sector 3","1880","S+P+3E","0","1993","Emil COROIU","5.CONSOLIDATE",,"AC nr.679/2009; PVRTL nr.412/2011"
"890","Strada GABROVENI","55","Sector 3","1940","S+P+2E","0","1993","Alexandru PROGRESEANU","5.CONSOLIDATE",,"AC nr.867/2009 PVRTL nr.162/2010"
"891","Strada GHEORGHE MANEA","15","Sector 3","1936","S+P+2E","5","1993","Alexandru PROGRESEANU","5.CONSOLIDATE",,"PVRTL nr.233/2007"
"892","Bulevardul GHEORGHE MARINESCU","3","Sector 5","1940","S+P+6E","20","1997","Anatolie CAZACLIU","5.CONSOLIDATE",,"PVRTL nr.1/2004"
"893","Strada GHIOCEI","25","Sector 2","1940","S+P+2E+Ma","0","1994","Ramiro SOFRONIE","5.CONSOLIDATE",,"AC nr.194/12G/2015 PVRTL nr.40705/2018"
"894","Strada GRIGORE ALEXANDRESCU","78","Sector 1","1925÷1930","S+P+3E","8","2005","Paul IOAN","5.CONSOLIDATE",,"AC nr.5/1/A/46921/2006 PVRTL nr.1/2008"
"895","Calea GRIVITEI (Hotel NORD)","143","Sector 1","1965","S+P+Mz+7E","0","1998","Traian POPP","5.CONSOLIDATE",,"AC nr.58G/1998 PVRTL nr.1/2001"
"896","Strada HALELOR","5","Sector 3","1880","S+P+2E","0","1993","Dan POPESCU","5.CONSOLIDATE",,"AC nr.5H/1999. nr.275/2003. nr.1379/2005. nr.4/2008 PVRTL nr.414/2010"
"897","Strada HALELOR","7","Sector 3","1890","S+P+3E","7","1993","Dan POPESCU","5.CONSOLIDATE",,"AC nr.854/2006 PVRTL nr.262/2006"
"898","Strada HALELOR","13÷15","Sector 3","1880","S+P+2E","5","1993","Dan POPESCU Mihai URSACHESCU Octavian MANOIU","5.CONSOLIDATE",,"CONSOLIDAT PARTIAL ! (lucrari de consolidare executate la subsolul si parterul imobilului) AC nr.225/2004 si nr.24/2008 PVRTL nr.186/2004 si nr.508/2008"
"899","Strada HALELOR","17","Sector 3","1890","S+P+2E+Ma","8","2001","Vasile BERBECI","5.CONSOLIDATE",,"AC nr.230/2009 PVRTL nr.405/2010"
"900","Bulevardul I. C. BRATIANU","5","Sector 3","1936","S+P+8E","26","1993","Gheorghe AFANASENCO","5.CONSOLIDATE",,"PVRTL nr.170/2014"
"901","Strada IENACHITA VACARESCU","36","Sector 4","1885","S+P+1E","3","1993","Cristian BALAN","5.CONSOLIDATE",,"AC nr.472/2011 AC nr.687/2012 PVRTL nr.1112533/2012"
"902","Strada ION BREZOIANU","44","Sector 1","1937","P+9","28","1997","Alexandrina PRETORIAN","5.CONSOLIDATE",,"PVRTL nr.4349/5081/2007"
"903","Strada ION FLORESCU","13 (corp A+B)","Sector 3","1918","S+P+2E S+P+3E","14","1993",,"5.CONSOLIDATE",,"AC nr.7F/1994 PVRTL nr.6097/1996"
"904","Bulevardul ION MIHALACHE","181","Sector 1","1937","S+P+2E+Ma","2","2005","Mariana STOENESCU","5.CONSOLIDATE",,"AC nr.368/27/M/15066/2011; PVRTL nr.01/2017"
"905","Bulevardul ION MIHALACHE","68 (corp A+B)","Sector 1","1938","S+P+3E","4","1993","Mircea CONDRUT","5.CONSOLIDATE",,"AC nr.641/1091294/2012 PVRTL nr.1/2017"
"906","Strada ION NECULCE","74 (corp A+B)","Sector 1","1940","P+2E+Ma","0","1993","Horia DUGAN","5.CONSOLIDATE",,"AC nr.12N/2001 AC nr.27N/2001 PVRTL nr.2108/2005"
"907","Strada IULIU BARASCH","12","Sector 3","1936","S+P+6E+Ma","15","1994","Dan STANCIULESCU","5.CONSOLIDATE",,"PVRTL nr.17/2003"
"908","Bulevardul LASCAR CATARGIU","15A","Sector 1","1934","S+P+5E+Pod","17","1998","Mariana STOENESCU","5.CONSOLIDATE",,"PVRTL nr.8/2004"
"909","Bulevardul LASCAR CATARGIU","48","Sector 1","1880","S+P+1E+Ma","7","1993","Dan POPESCU","5.CONSOLIDATE",,"AC nr.479/53/2002 PVRTL nr.1/2003"
"910","Strada LIPOVA","24","Sector 1","1900","S+P+1E+mA","2","1993","Alexandru COMANESCU","5.CONSOLIDATE",,"AC nr.27L/2000; PVRTL nr.1/2002; Constructie existenta reconstruita pe amplasament incluzand conservarea fatadei (consolidata si reconstruita - structura de rezistenta RsIV)"
"911","Strada LIPSCANI","55","Sector 3","1912","S+P+2E","0","2009","Nicolae GOSPODINOV","5.CONSOLIDATE",,"AC nr.655/1208226/2014 PVRTL din 2015"
"912","Strada LIPSCANI","77","Sector 3","1875","S+P+1E","0","1993","Mircea NEICU","5.CONSOLIDATE",,"AC nr.35/2004 PVRTL nr.18/4394/2008"
"913","Strada LIPSCANI","79","Sector 3","1875","S+P+3E+Ma","0","1993","Mircea NEICU","5.CONSOLIDATE",,"AC nr.446/2004 PVRTL nr.69/2007"
"914","Strada LIPSCANI (colT cu Strada GABROVENI)","40 (3)","Sector 3","1920; 1920","S+P+Mz+1E+Ma; S+P+1E+Ma","2","1993; 1993","Alexandru PROGRESEANU; Mircea NEICU","5.CONSOLIDATE",,"AC nr.190/1228022/2014; PVRTL nr.1/2015"
"915","Strada LIPSCANI (colT cu Strada GABROVENI)","46 (9)","Sector 3","1880","S+P+2E","0","1993","Mircea NEICU; Mircea MIHAILESCU","5.CONSOLIDATE",,"CONSOLIDAT PARTIAL ! (lucrari de consolidare executate la subsolul si parterul imobilului) AC nr.14L/1999 PVRTL nr.1/2001"
"916","Strada LIPSCANI (colT cu Strada GABROVENI)","76 (39)","Sector 3","1900","S+P+1E ... 2E","3","1993","Laurentiu SPOIALA","5.CONSOLIDATE",,"AC nr.81/972959/2011 PVRTL nr.153/2011"
"917","Strada LIPSCANI (colT cu Strada SELARI)","38 (1)","Sector 3","1880","S+P+2E","2","1993","Constantin CARP","5.CONSOLIDATE",,"AC nr.778/1029993/2011 PVRTL nr.1/2015"
"918","Strada LOUIS PASTEUR","30","Sector 5","1936","S+P+3E+Ma","8","1997","Emilian TITARU","5.CONSOLIDATE",,"AC nr.787P/2004 PVRTL din 2008"
"919","Strada MARIA ROSETTI","55","Sector 2","1934","P+8E+Ma","20","1997","Alexandrina PRETORIAN","5.CONSOLIDATE",,"PVRTL nr.2728/2013"
"920","Strada MARIA ROSETTI","8A","Sector 2",,"S+P+5","0","1993","Mircea NEICU","5.CONSOLIDATE",,"AC nr. 3R/02.03.1998; PVRTL nr. 1/04.02.2000"
"921","Strada MIHAI EMINESCU","17","Sector 1","1937","S+P+7E+Ma","40","1995","Horia DUGAN","5.CONSOLIDATE",,"PVRTL nr.3552/2006"
"922","Strada MIHAI EMINESCU","37 (corp A)","Sector 1","1900","S+P+1E","3","1993","Eugeniu IORDACHESCU","5.CONSOLIDATE",,"AC nr.604/1097487/2012 PVRTL din 2014"
"923","Calea MOSILOR","21","Sector 3","1940","S+P+3E","0","1993","Stelian PICULESCU","5.CONSOLIDATE",,"AC nr.367/965853/2013 PVRTL nr.1154863/2013"
"924","Bulevardul NICOLAE BALCESCU","24","Sector 1","1928","S+P+12E","119","1995","Ioan NICULA. NicolaeTOPA","5.CONSOLIDATE",,"PVRTL nr.305/2011"
"925","Bulevardul NICOLAE BALCESCU","25","Sector 1","1928","2S+P+11E","98","1994","Silvia CARAMAN","5.CONSOLIDATE",,"PVRTL nr.547/2005"
"926","Strada NICOLAE IORGA","31","Sector 1","1936","S+P+5E","19","1996","Leonid NEAGOE","5.CONSOLIDATE",,"PVRTL nr.2884/2014"
"927","Strada OCCIDENTULUI","53-55","Sector 1","2015-2016","2S+P+4E+6Eretras","8","1993","Elena DRAGOMIRESCU","5.CONSOLIDATE",,"AC nr.121/1298728/2015; PVRTL nr.01/2016"
"928","Bulevardul PACHE PROTOPOPESCU","51","Sector 2","0","S+P+2E+Pod","0",,,"5.CONSOLIDATE",,"AC nr.86/877210/2009 PVRTL nr.9410/2012"
"929","Strada PALEOLOGU","3","Sector 2","1936","P+5E","20","1993","Nicolae TUDOSE","5.CONSOLIDATE",,"PVRTL nr.10/2004"
"930","Strada PETRE CRETU","68","Sector 1","1936","S+P+1E+Ma","3","1993","Mihai NAVODARIU","5.CONSOLIDATE",,"PVRTL nr.01/2007"
"931","Strada PLANTELOR","45 (corp B)","Sector 2","1895","S+P+1E+Ma","3","1993","ing. Mihai URSACHESCU","5.CONSOLIDATE",,"PVRTL nr.75010/6409/2005"
"932","Strada PLANTELOR","20","Sector 2","1922","Ds+P+1E+Ma","4","1993","Niculaie TUDOSE","5.CONSOLIDATE",,"AC nr.499/64""P""/2005; PVRFL nr.02/2007; PVRTL nr.92883/7981/2008"
"933","Strada PLUGARILOR","46 (corp A+B)","Sector 4","1918","S+P+2E","1","1993","Alexandru BRANZEI","5.CONSOLIDATE",,"AC nr.412/63260/2008; PVRTL nr.218/2009"
"934","Strada POLONA","24÷26","Sector 1","1927","S+P+3E+Ma","5","2006","Zefir APOSTOL","5.CONSOLIDATE",,"AC nr.77/1201997/2014 PVRTL nr.1/2016"
"935","Strada PRINCIPATELE UNITE","38÷40","Sector 4","2008","S+P+4E+1Eretras+Ms1+Ms2","40","1993","Valentin SEVCENCO","5.CONSOLIDATE",,"AC nr.332/63645/2008; PVRTL nr.984/2008"
"936","Strada PROFESORILOR","10","Sector 4","1940","S+P+Ma","0","1993","Adina SIMION","5.CONSOLIDATE",,"AC nr.1082/66002/2007 PVRTL nr.362/2009"
"937","Strada RADU CALOMFIRESCU","13","Sector 3","1891","S+P+1E","5","1993","Laurentiu SPOIALA","5.CONSOLIDATE",,"PVRTL nr.1/2004"
"938","Bulevardul REGINA MARIA","36÷38","Sector 4","1900","S+P+1E+Ma","0","1993","Dan STANCIULESCU","5.CONSOLIDATE",,"AC nr.49/2004 PVRTL nr.450/2006"
